stand	0	0	18	28	-1	-1
wait_1	18	0	35	28	-1	-1
run_1	35	0	54	26	-1	-1
run_2	54	0	77	25	60	27
run_3	77	0	96	26	-1	-1
run_4	96	0	107	27	-1	-1
run_5	107	0	126	26	-1	-1
run_6	126	0	149	26	-1	-1
run_7	149	0	168	26	-1	-1
run_8	168	0	180	27	-1	-1
run_stop_1	180	0	214	26	-1	-1
run_stop_2	214	0	243	27	-1	-1
draw_weapon_1	243	0	262	28	-1	-1
draw_weapon_2	262	0	279	29	-1	-1
draw_weapon_3	279	0	300	28	-1	-1
draw_weapon_4	300	0	331	30	-1	-1
targeting	423	0	448	25	-1	-1
fire_1	448	0	472	25	471	6
fire_2	472	0	496	25	495	6
jump_1	513	0	521	28	-1	-1
jump_2	521	0	533	25	-1	-1
jump_3	533	0	547	22	-1	-1
jump_4	604	0	621	26	-1	-1
jump_5	621	0	643	25	-1	-1
jump_6	643	0	660	23	-1	-1
jump_7	660	0	679	24	-1	-1
jump_8	679	0	695	23	-1	-1
roll_1	710	0	729	18	-1	-1
roll_2	751	0	774	13	-1	-1
roll_3	774	0	793	15	-1	-1
up_jump_1	660	0	679	24	-1	-1
up_jump_2	679	0	695	23	-1	-1
weapon_idle_1	331	0	354	28	-1	-1
weapon_idle_2	354	0	377	28	-1	-1
weapon_idle_3	377	0	400	28	-1	-1
weapon_idle_4	400	0	423	28	-1	-1
weapon_undraw	496	0	513	28	-1	-1
crouch_draw_weapon_1	793	0	811	21	-1	-1
crouch_draw_weapon_2	811	0	827	22	-1	-1
crouch_draw_weapon_3	827	0	848	22	-1	-1
crouch_draw_weapon_4	848	0	890	21	-1	-1
crouch_targeting	890	0	914	21	-1	-1
crouch_fire_1	914	0	938	21	937	6
crouch_fire_2	938	0	962	21	961	6
crouch_undraw_weapon	962	0	980	21	-1	-1
climb_ladder_1	995	0	1012	29	-1	-1
climb_ladder_2	1012	0	1029	29	-1	-1
descend_ladder_up_1	1029	0	1045	27	-1	-1
descend_ladder_up_2	1045	0	1060	22	-1	-1
descend_ladder_up_3	1060	0	1077	30	-1	-1
descend_ladder_up_4	1077	0	1100	26	-1	-1
up_jump_recovery	695	0	710	21	-1	-1
hide	1271	0	1289	30	-1	-1
hide_with_weapon	1289	0	1309	30	-1	-1
hit_1	1100	0	1119	22	-1	-1
hit_2	1119	0	1140	18	-1	-1
hit_3	1140	0	1166	17	-1	-1
hit_4	1166	0	1198	10	-1	-1
getup_1	1198	0	1220	17	-1	-1
getup_2	1220	0	1241	25	-1	-1
getup_3	1241	0	1271	17	-1	-1
grab_edge	560	0	572	32	571	1
climb_edge_1	572	0	588	27	-1	-1
climb_edge_2	588	0	604	20	-1	-1
use	1309	2	1324	30	-1	-1
descend_ladder	1324	1	1339	30	-1	-1
