tile	0	0	16	16	0	0	0	0	1	0
tile	0	16	16	16	0	0	0	0	0	0
tile	0	32	16	16	0	0	0	0	0	0
tile	0	48	16	16	1	0	0	0	0	0
tile	0	64	16	16	0	0	0	0	0	0
tile	0	80	16	16	0	0	0	0	0	0
tile	0	96	16	16	0	0	0	0	0	0
tile	0	112	16	16	0	0	0	1	0	0
tile	16	0	16	16	0	0	0	0	0	0
tile	16	16	16	16	0	0	0	0	0	0
tile	16	32	16	16	0	0	0	0	0	0
tile	16	48	16	16	1	0	0	0	0	0
tile	16	64	16	16	0	0	0	0	0	0
tile	16	80	16	16	0	0	0	0	0	0
tile	16	96	16	16	0	0	0	0	0	0
tile	16	112	16	16	0	0	1	0	0	0
tile	32	0	16	16	0	0	0	0	0	0
tile	32	16	16	16	0	0	0	0	0	0
tile	32	32	16	16	0	0	0	0	0	0
tile	32	48	16	16	1	0	0	0	0	0
tile	32	64	16	16	0	0	0	0	0	0
tile	32	80	16	16	0	0	0	0	0	0
tile	32	96	16	16	0	0	0	0	0	0
tile	32	112	16	16	1	0	0	1	0	0
tile	48	0	16	16	0	0	0	0	0	0
tile	48	16	16	16	0	0	0	0	0	0
tile	48	32	16	16	0	0	0	0	0	0
tile	48	48	16	16	1	0	0	0	0	0
tile	48	64	16	16	0	0	0	0	0	0
tile	48	80	16	16	0	0	0	0	0	0
tile	48	96	16	16	0	0	0	0	0	0
tile	48	112	16	16	1	0	1	0	0	0
tile	64	0	16	16	0	0	0	0	0	0
tile	64	16	16	16	0	0	0	0	0	0
tile	64	32	16	16	0	0	0	0	0	0
tile	64	48	16	16	1	0	0	0	0	0
tile	64	64	16	16	1	1	1	1	0	0
tile	64	80	16	16	0	0	0	0	0	0
tile	64	96	16	16	0	0	0	0	0	0
tile	64	112	16	16	0	1	0	1	0	0
tile	80	0	16	16	1	0	0	0	0	0
tile	80	16	16	16	0	0	0	0	0	0
tile	80	32	16	16	0	0	0	0	0	0
tile	80	48	16	16	1	0	0	0	0	0
tile	80	64	16	16	0	0	0	0	0	0
tile	80	80	16	16	0	0	0	0	0	0
tile	80	96	16	16	0	0	0	0	0	0
tile	80	112	16	16	0	1	1	0	0	0
tile	96	0	16	16	1	0	0	0	0	0
tile	96	16	16	16	0	0	0	0	0	0
tile	96	32	16	16	0	0	0	0	0	0
tile	96	48	16	16	1	0	0	1	0	0
tile	96	64	16	16	0	0	0	0	0	0
tile	96	80	16	16	0	0	0	0	0	0
tile	96	96	16	16	0	0	0	0	0	0
tile	96	112	16	16	1	0	0	0	0	0
tile	112	0	16	16	1	0	0	0	0	0
tile	112	16	16	16	0	0	0	0	0	0
tile	112	32	16	16	0	0	0	0	0	0
tile	112	48	16	16	1	0	1	0	0	0
tile	112	64	16	16	0	0	0	0	0	0
tile	112	80	16	16	0	0	0	0	0	0
tile	112	96	16	16	0	0	0	0	0	0
tile	112	112	16	16	1	0	0	0	0	0
tile	128	0	16	16	1	0	0	0	0	0
tile	128	16	16	16	0	0	0	0	0	0
tile	128	32	16	16	0	0	0	0	0	0
tile	128	48	16	16	1	1	0	0	0	0
tile	128	64	16	16	0	0	0	0	0	0
tile	128	80	16	16	0	0	0	0	0	0
tile	128	96	16	16	0	0	0	0	0	0
tile	128	112	16	16	0	0	0	1	0	0
tile	144	0	16	16	1	0	0	0	0	0
tile	144	16	16	16	0	0	0	0	0	0
tile	144	32	16	16	0	0	0	0	0	0
tile	144	48	16	16	1	1	0	0	0	0
tile	144	64	16	16	0	0	0	0	0	0
tile	144	80	16	16	0	0	0	0	0	0
tile	144	96	16	16	0	0	0	0	0	0
tile	144	112	16	16	0	0	1	0	0	0
tile	160	0	16	16	1	0	0	0	0	0
tile	160	16	16	16	0	0	0	0	0	0
tile	160	32	16	16	0	0	0	0	0	0
tile	160	48	16	16	1	1	0	0	0	0
tile	160	64	16	16	0	0	0	0	0	0
tile	160	80	16	16	0	0	0	0	1	0
tile	160	96	16	16	0	0	0	0	0	0
tile	160	112	16	16	0	0	0	0	0	0
tile	176	0	16	16	1	0	0	0	0	0
tile	176	16	16	16	0	0	0	0	0	0
tile	176	32	16	16	0	0	0	0	0	0
tile	176	48	16	16	1	1	1	1	0	0
tile	176	64	16	16	0	0	0	0	0	0
tile	176	80	16	16	0	0	0	0	0	0
tile	176	96	16	16	0	0	0	0	0	0
tile	176	112	16	16	0	0	0	0	0	0
tile	192	0	16	16	0	0	0	0	0	0
tile	192	16	16	16	0	0	0	0	0	0
tile	192	32	16	16	0	0	0	0	0	0
tile	192	48	16	16	0	0	0	0	0	0
tile	192	64	16	16	1	0	0	0	0	0
tile	192	80	16	16	1	0	0	0	0	0
tile	192	96	16	16	0	0	0	0	0	0
tile	192	112	16	16	0	0	0	0	0	0
